entity_id	business_name	business_address	country
S2-261550171	Devotion  Derfalmmark Pvt. Ltd.	VASHIPLAZAG-1ST FLOORBWINGOFFICENO380SEC-17VASHI, NAVI MUMBAI, Maharashtra	India
S2-347388159	Varshya Pharmachem Private Limited	Karnataka, NO A-26 PATTALAMMA ROAD BASAVANAGUDI NEAR SOUTH END CIRCLE, BANGALORE	India
S2-110881580	Strategic  Praetorian LLC	702 N SAINT, WASHINGTON, DC	US
S2-339477476	Sri Pretty Constructions	#12 WARD NO 22, 2ND CROSS, RAHAMANIYA NAGAR, RAMANAGAR, Karnataka	India
S2-553145531	Clover Olympus Sn-65/12/C Ghorpadi Sopan Baug Construction Private Ltd	FL-21, CLOVER OLYMPUS SN-65/12/C GHORPADI SOPAN BAUG, Maharashtra	India
S2-767782635	Lavinia Oehler, DDS-Corporation	452  WHISTLEBERRY DR, BARNSTABLE, MA	US
S2-997766473	llc hines liberty produce	1286 1/2 KENTS RIDGE RD, RICHLANDS TOWN, VA	US
S2-425820120	Schubert  LLC Adr	OH, MOORS PL, DUBLIN	US
S2-777341549	Empire  Resources Inc.	508 1/2 DAYTON ROAD, N/A, ROCKHILL, SC	US
S2-186080711	Desert Hennessy City Of Onalaska Incorporated	CITY OF ONALASKA, WI, 1007 TERRACE DR	US
S2-458287334	CONSULTING-UJJWAL INDIA PRIVATE LIMITED	H.NO 1 THANK GOD BUILDING, 176, D. K. SANDU MARG, NEAR CHEMBUR PO ST OFFICE, CHEMBUR., Maharashtra	India
S2-777713487	Shri New India  Private Ltd	FL 40, SRI NIKETAN ABHINANDANA APRT. AYYAPPA SOCIETY, NR.CGR INT. PL.250 251, MADHAPUR, HYDERABAD, తెలంగాణ	India
S2-718774116	flv holding private limited	###3 , 4TH CROSS, MADINA NAGAR, MANIAMMAI STREET RAJAKILPAKKAM, KAMARAJAPURAM, CHENNAI, Tamil Nadu	India
S2-478959098	Payne Énterprises	3315 FREMONT ST, PEORIA, IL	US
S2-961415907	Atlantic  Coalition	00104 NOEL COVE CIRCLE, HERMITAGE, TN	US
S2-585909854	Partners Lyrelle LLC	7503  LAYTONIA DR, GAITHERSBURG, MD	US
S2-316703436	Jeanlouis Advantage-LLC	SOUTHBURY, LUNA TRAIL, CT	US
S2-454159039	Orissa Pressing Private Ltd	21 GANDHIPURAM MAIN ROAD, KOMARAPALAYAM- SALEM DIST., KOMARAPALAYAM, Tamil Nadu	India
S2-27298391	सदर्न एस्टेट	F-22, S/F, LADO SARAI, NEW DELHI, SOUTH WEST DELHI, Delhi	India
S2-24125756	BENZER  INTELLI COMPANY	BLOCK E-15 KOLANGHATTIL HOUSE, WARD13, NO 92, KALLOOR POST, CHAVAKKAD, Kerala	India
S2-86619877	Jain Law Chambers [Co]	8 , VARUN APARTMENT 2 ASHAR ESTATE, UPNAGAR STOP, Maharashtra	India
S2-555166797	Apar Engineering (India) Prvabe (Limited)	##32, LAKE VIEW APTS116, GANGADHARACHETTY ROAD ULSOOR, BANGALORE, ಕರ್ನಾಟಕ	India
S2-581845376	ALAINE'S FÍTNESS	4117 WETZEL AVENUE, CLVEELAND, OH	US
S2-186116098	ओम Investment	H.NO 742 C/O DHALM VIR, DG-695/1, SETHAN MOHALLA WARD NO.7, KAITHAL, Haryana	India
S2-540189532	Shri VIRAAJBROKERAGEINDIA.COM	16 TARA CHAND DUTTA STREET, 3RD FLOOR, KOLKATA, KOLKATA, West Bengal	India
S2-660036492	रेड वेंचर्स प्राइवेट लिमिटेड	G-1, BANIPARK, JAIPUR, Rajasthan	India
S2-962774422	Fasoft  Midwest	112 HUMMINGBIRD HILL RD, FRANKLIN, NC	US
S2-911723717	Downtown Bakery	1501 TACOMA AVENUE, TACOMA, WA	US
S2-152730216	prairie development	4983 BURKEMONT RD, MORGANTON, NC	US
S2-157073701	Chordia &-Pártners Ltd	H.NO 1038 SECTOR 9, FARIABAD, Haryana	India
S2-503949813	न्यू सॉल्यूशंस	113/154, SWARUP NAGAR, KANPUR NAGAR, Uttar Pradesh	India
S2-926905985	M/s Devotion Dealmark Pvt. Limited	VASHIPLAZAG-1ST FLOORBWINGOFFICENO380SEC-17VASHI, NAVI MUMBAI, महाराष्ट्र	India
S2-358560681	PHYSlCAL THERAPY CLINIC	BEACON FALLS DR, COLUMBIA, MO	US
S2-844572537	Keystone Tri-State Ethereum	MO, SPRINGFIELD, 1551 WOODLAND ST	US
S2-200619743	Ltd Bn Téchnologigs	KALLINGALAKATHCHENNARA P O MANGALAM, MALAPURAM, Keralam	India
S2-651967616	Peak Retail Labs (Ltd)	02264 CHAPEL RD, BENNINGTON, VT	US
S2-553335027	FRONTIER ÁLLIANCE	117 TRIANA BOULEVARD, HUNTSVILLE, AL	US
S2-526399876	UROLOGY CARE ÁSSOCIATES LLC	163 NUECES PARK LANE, HARLINGEN, TX	US
S2-261521011	जय कंस्ट्रक्शन प्रा. लि.	D 207 LAL BUILDING OMICRON 1 GREATER NOIDA, NOIDA, GAUTAM BUDDHA NAGAR, Uttar Pradesh	India
S2-316212039	Mr RED ENERGY PVT	PLOT NO-371/1519, UTTAMPUR, NEAR MEERA MANDAP, CUTTACK SADAR, Odisha	India
S2-166379583	Clary  Daniel Heritage Sciences	WILMINGTON, 4045 BERBERIS WAY, NC	US
S2-74265858	साउथ एस्टेट प्राइवेट लिमिटेड	12, GALI NO-16, VIJAY COLONY, BURARI, NEW DELHI, Delhi	India
S2-958761019	internal medicine signature associates l.l.c.	2780-2782 ROCK CREEK RD, CRESTON, NC	US
S2-699555547	Anchor Vista Incorporated	2601 VALLEY VIEW DRIVE, BURNSVILLE, MN	US
S2-447283628	Charis's Cleaning Service Clinic LLC	63 AMBER CIR, DEATUR, AL	US
S2-638471523	RRM MANAGEMENT  CO.	Karnataka, 371, MAIN ROAD, A/P JALALPUR, RAIBAG	India
S2-65554277	5uper 11	200 ARROW STREET, HEMPSTEAD, NY	US
S2-86156493	Giralda Geenwood, D.O., PC	TX, REFUGIO COUNTY, TURBINE 7 RD	US
S2-190915441	ಗೋಲ್ಡ್ ಪ್ರಾಜೆಕ್ಟ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್	FLAT NO.A-G-1101, 11TH FLOOR, ADVAITHA AKSHA APARTMENT A BLOCK, JAKKASANDRA GRAMA, BANGALORE, BANGALORE SOUTH, Karnataka	India
S2-731347569	RODRIGUEZ CHENGHE INCORPORATED	6112 ROLING ROAD, MO, JEFFERSON CITY	US
S2-516305116	Sri Burger  Solution	DOOR NO 25 FLAT NO. A702, 1ST MAIN, MANTRI CLASSIC, 8TH CROSS S.T. BED LAYOUT, KORAMANGALA, BANGALORE, Karnataka	India
S2-298789861	Nixa Literacy Association-LLC	874 CELTIC CT, NIXA, MO	US
S2-282116255	St. Lutheran Church	IN, CROWN POINT, 787 RONY COURT	US
S2-88682972	Vinay Toetle		India
S2-713716483	MACK, RAMIREZ INC LANGE TRIUMPH AND	6491  DENNEYS RD, PO BOX 5493, DE, DOVER	US
S2-648948605	Slate Associates Inc	OH, REED AVENUE, AKRON	US
S2-757482340	Rrm Management Co	Karnataka, 371, MAIN ROAD, A/P JALALPUR, RAIBAG	India
S2-358206813	Buckles & Smithson	336 STONE DRIVE, SANTAQUIN CITY (UTAH CO), UT	US
S2-94756237	Atlas Armour	3684 PUMICE AVE, REDMOND, OR	US
S2-427913641	Bright Vance-Inc.	SOUTHWICK DR, DUBLIN, OH	US
S2-173295926	AP Ínc Center	20085 US 23, CIRCLEVILLE, OH	US
S2-756848974	Behavioral Health Specialists LP	0701 OLD GLORY RD, MARYVILLE, TN	US
S2-479796481	SQ CONCORD L.L.C.		US
S2-895081043	integrated unified auto repair llc	8082  ARMIGER DRIVE, PMB 6931, PASADENA, MD	US
S2-478640391	Vishnu Pvt Ltd [Services]	WORD NO.6 KANTABANJI, KANTABANJI, ଓଡ଼ିଶା	India
S2-657417123	Sri Future Management (Pvt)	C 199, THIRD FLOOR SARVODAYA ENCLAVE, NEW DELHI, Delhi	India
S2-414539794	Bardia Charitable Trust Corporation	DOOR NO 12 FLAT NO.03, SHRI RADHE APARTMENT OPP. SNDL OFFICE, WARDHAMAN NAGAR, NAGPUR, Maharashtra	India
S2-681193310	Maure Wilblims Colombier Inc		US
S2-414936885	STRATEGIC  CENTER	702 N ST, WASHINGTON, DC	US
S2-55250528	स्टार एंटरप्राइजेज प्रा. लि.	903, C WING, PRESIDENTIAL TOWERS, L.B.S. MARG, OPP. R. CITY MALL, GHATKOPA, R (W), BADLAPUR, महाराष्ट्र	India
S2-604871582	Historical Committee	3823 HIDDEN COVE COURT, ROCKWWALL, TX	US
S2-472011237	New Solutions Ltd	113/154, 1ST FLOOR, SWAROOP NAGAR, SWARUP NAGAR, Uttar Pradesh	India
S2-598783662	SUN LIMITED (SOFTWARE)	5 KRISHNA SHOPPING CENTRE, OPP DAHISAR STN, P J RD DAHISAR E, MUMBAI, Maharashtra	India
S2-943394264	bryansquare.com	850 GORMAN RD, GATESVILLE, TX	US
S2-23141904	>> SWASTIK OM SOLUTIONS L.L.P.	201/D, BHIWANDI, BOMBAY, महाराष्ट्र	India
S2-948269515	Whipple &  Williams		US
S2-664348256	ONCOLOGY MEDICINE  INC	ETOWAH, TN, 11 9TH ST	US
S2-138660620	[LLP] Swastik Om Solutions	201/D, BHIWANDI, BOMBAY, Maharashtra	India
S2-983636768	Tiena L. Hamilton, Sérvices	31415 ORCHARD HILL LN, SPRING CITY, TX	US
S2-774179184	Rico Seva Samiti Corporation	C/O BHUPENDRA C MOHORLWALAFINAL PLOT NO 503 NR REFORM CLUB OPP NOBLES NEHRUBRIDGE, ASHRAM ROAD AHMEDABAD-9, Gujarat	India
S2-289199523	VIRAAJ BROKERAGE (INDIA) CORPORATION	16 TARA CHAND DUTTA STREET, 3RD FLOOR, KOLKATA, KOLKATA, West Bengal	India
S2-780835769	Aarvita Biosciences (Private)	NO.41- , PONNAMBALAM SALAI, K.K.NAGAR, CHENNAI, Tamil Nadu	India
S2-200519662	kbmresearch.c0m	C/O ARVIND KUMAR, S/O RAM SUJAN PRASAD, ASOCHAK, POLICE STATION-RAMKRISHAN NAGAR, PATNA, Bihar	India
S2-125217177	A CBEL SAFE	MASSAAPEQUA, NY, 247 NASSAU AVE	US
S2-910694348	Anushree Sangh  Ltd	HN 31 ROW HOUSE NO B4, 14 /15, HILL VIEW, SUREKHA NIWAS SIDDHIVINAYAK NAGARI, NIGDI, PUNE, महाराष्ट्र	India
S2-37217309	Royal & Co Prívate Limited	2 & 3, STERLING SHOPPING CENTRE OPP. HIMALAYA MALL, DRIVE-IN ROAD, BODAK, DEV, AHMEDABAD, Gujarat	India
S2-248722765	DELPHI HEALTH LTD. PVT.	554, NEHRU NAGAR, PATLIPUTRA, PATNA, Bihar	India
S2-537298124	wilsonchonashe.com	AR, GLENWOOD, #1108 CLAY SAINT	US
S2-951545019	NEW INDIA PRVHAET LIMITED	FL 40, SRI NIKETAN ABHINANDANA APRT. AYYAPPA SOCIETY, NR.CGR INT. PL.250 251, MADHAPUR, HYDERABAD, Telangana	India
S2-791270538	Green Staffing Group Group	41 GROTON DRIVE, SPRINGFIELD, IL	US
S2-489380965	Vadyne Incorporated #34301	1604 WASHINGTON STREET, GREENSBORO, NC	US
S2-654066445	ಗುರು ಸೊಲ್ಯೂಷನ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್	C-443 KANTHARAJU URS ROAD T K LAYOUT, MYSORE, Karnataka	India
S2-353308450	AP  Inc Hospitality	20085 US 23, CIRCLEVILLE, OH	US
S2-143853453	PIYUSH SOCIETY EDCUTRBEIOLEAL	Tamil Nadu, NO.A/4, RAHAT GARDEN APARTMENTS, SAKTHI NAGAR FIRST MAIN ROAD, JAMIN PALL, AVARAM, CHENNAI	India
S2-970830420	F0OT & ANKLE CARE  ASSOCIATES	115- HAMPTON CIR, GEORGETOWN, TX	US
S2-756250340	शिवा एक्सपोर्ट्स	DOOR NO 559 CHARITRAVAN BUXAR INFRONT OF MV COLLEGE, BUXAR, Bihar	India
S2-922150401	Jain [Law]		India
S2-553508714	Payne Enterpires	3315 FREMONT ST, PEORIA, IL	US
S2-419080910	SADYNE SONY	1 STEWART ROAD, EAST MEREDITH, NY	US
S2-40869239	फ्यूचर मैनेजमेंट प्रा. लि.	C 199, NEW DELHI, SOUTH DELHI, Delhi	India
S2-58376459	Sri Delphi Health Pvt. Ltd.	554, NEHRU NAGAR, PATLIPUTRA, PATNA, Bihar	India
S2-1173491	Red Energy Pvt	PLOT NO-371/1519, UTTAMPUR, NEAR MEERA MANDAP, CUTTACK SADAR, ଓଡ଼ିଶା	India
S2-331524837	ZA BUILDWELL PRIVATE	SAMEER NAGAR WARD NO- D/25 DISTRICT- KHAGARIA, BIHAR, KHAGARIA, Bihar	India
S2-731383297	Sri LIBRA  SERVICE LIMITED		India
S2-686284157	LLC JONES, PADILLA & PERRY QDRO	FISH POND LN, WINONA, MN	US
S2-386167994	Mr GLOBAL TRADERS PRIVATE (LIMITED)	NO. 314 17/1, NEW ROAD, Uttar Pradesh	India
S2-954495419	The Pacific Best  Garden, Inc	363 BLUE SPRUCE ROAD, CLINTON, AR	US
S2-260029909	Life Healthcare Private  Limited	C/O KETAN RAJENDRA MANDE, DAHIWAD, AMALFER, AMALNER, महाराष्ट्र	India
S2-197070651	Raj Investments LLP	6(29), C.I.T. COLONY, 2ND MAIN ROAD MYLAPORE, CHENNAI, Tamil Nadu	India
S2-479876582	Dahlia Power Reliable Scientific	45ND TERRACE, null, KANSAS CITY, MO	US
S2-636746717	RARIVA METRO SUMMIT LLC	30 1/2 SEQUOIA DRIVE, SIERRA ADOBE, AZ	US
S2-824832347	Rowland and Porter	715 8ST AVE, STILLWATER CITY, OK	US
S2-6101812	prerna products private limited	KAZHAYICKAL HOUSE WEST KODIYATHOOR, PO KODIYATHOOR, Kerala	India
S2-429123768	Rowe Réstaurant	1685 DRAPER ROAD, TALLADEGA, AL	US
S2-178277614	Vadyne Inc	1604 WASHINGTON STREET, GREENSBORO, NC	US
S2-498113879	GUTIERREZ SERVICE OF MESA	2121 MAIN ST, PMB 4411, MESA, AZ	US
S2-236157315	rappaport open inc.	215  ELM STREET, ALVORD, TX	US
S2-597139895	Shiva Exports	DOOR NO 559 CHARITRAVAN BUXAR INFRONT OF MV COLLEGE, BUXAR, Bihar	India
S2-743505751	Maure Williams Colombier		US
S2-434257717	-- Bardia  Charitable Trust	NO 12 FLAT NO.03, NAGPUR, Maharashtra	India
S2-4788127	Buckles & Smithson	336 STONE DR, SANTAQUIN CITY (UTAH CO), UT	US
S2-584238851	BEHAVIORALHEALTHCLINIC.COM	2493 PENNWOOD CT, ROUND LAKE BEACH, IL	US
S2-203258493	Exp0rts Ds Homes Private Limited	35, VIMAN NAGAR, BEHIND ANAND THEATRE, SECUNDERABAD, Andhra Pradesh	India
S2-622075002	SAKASH POINT (INDIA) PVT-LTD	206 SUBRAMNIYAR KOIL STREET RAMANATHAPURAM, COIMBATORE, Tamil Nadu	India
S2-812189457	Bowden Rgige Development LLC	248 NIGHT RIDERS WAY, JARRELL, TX	US
S2-293401164	truefactory.com	C/O SRI G P SRIVASTVA AT, IDAGAH MOHALL, DEHRI-ON-S, DEHRI, बिहार	India
S2-195749344	gcozy.com	617 FOURTH ST, WATSEKA, IL	US
S2-180445273	Jhsnno Holdings Group LLC	SAINT PAUL, EAST ST, MN	US
S2-712560178	ରେଡ୍ ଏନର୍ଜି ପ୍ରାଇଭେଟ୍ ଲିମିଟେଡ୍	PLOT NO-371/1519, UTTAMPUR, NEAR MEERA MANDAP, BHUBANESHWAR, CUTTACK, Odisha	India
S2-458035790	Sonipat  Engineering	KHEWAT NO 88., KILA NO-45/12/1/3/5 NARELA ROAD, PIAU MANIYARI, KUNDLI, SONIPAT, Haryana	India
S2-971927879	@sakashpoint	DOOR NO 206 SUBRAMNIYAR KOIL STREET RAMANATHAPURAM, COIMBATORE, Tamil Nadu	India
S2-46909251	Seabird (India) Projects-Lucknow	3/77, VIPUL KHAND, OPP. STUDY HALL SCHOOL GOMTINAGAR, LUCKNOW, Uttar Pradesh	India
S2-807921453	Filia's Électrical	9791 RIDGE RD, HARTLAND, NY	US
S2-322555091	PLLC Ferguson Weoenlter	880 JUNE TERRACE, LAKE ZRUICH CDP, IL	US
S2-449137844	राम मां लॉजिस्टिक्स प्राइवेट लिमिटेड	G-1, CHURU, MUMBAI, Maharashtra	India
S2-933610960	Benzer Intelli	BLOCK E-15 KOLANGHATTIL HOUSE, WARD13, NO 92, KALLOOR POST, CHAVAKKAD, Kerala	India
S2-68982903	Private Orissa Pressing Ltd	21 GANDHIPURAM MAIN ROAD, SALEM, KOMARAPALAYAM, Tamil Nadu	India
S2-196975670	RED GLOBAL LIMITED	C/O: MALAY SARKAR, PANCHAGRAM, BADKULLA, HANSKHALI, পশ্চিমবঙ্গ	India
S2-452604901	13/85 Amteeren Inc	103 SHERWOOD AVENUE, TROY, AL	US
S2-950290299	Q+ STÁTE LLC	OH, 1641 ILIFF AVE, CINCINNATI	US
S2-743086829	Mountain Bright Metlife	MN, 927  14TH ST, COLQUET	US
S2-997199702	HBH Infotech Private Limited	H.NO.72  , MOTIYA PARK, NEAR KELE WALI MASJID, HUZUR, Madhya Pradesh	India
S2-327669113	Vadodara Industries Pvt Limited	##5TH FLOOR, E/504-A, LALITA TOWER JETALPUR ROAD, VADODARA, ગુજરાત	India
S2-870449054	RICO SEVA	C/O BHUPENDRA C MOHOROWALAFINAL PLOT NO 503 NR REFORM CLUB OPP NOBLES NEHRUBRIDGE, ASHRAM ROAD AHMEDABAD-9, ગુજરાત	India
S2-755422053	Inc Pacific Best Garden,	363 BLUE SPRUCE RD, CLINTON, AR	US
S2-805392241	Rrm Management	ಕರ್ನಾಟಕ, 371, MAIN ROAD, A/P JALALPUR, RAIBAG	India
S2-790103206	Fayth Fet Lifeco Corp	481 NORTHBORO RD, MARBOROUGH, MA	US
S2-617410789	Cozy Grill Corp	4TH STREET, WATSEKA, IL	US
S2-857236633	ZA Buildwell Private  (Limited)	SAMEER NAGAR WARD NO- D/25 DISTRICT- KHAGARIA, BIHAR, KHAGARIA, Bihar	India
S2-913826284	Inc 6utierrez Service of Mesa	2121 MADN STREET, PMB 4411, MESA, AZ	US
S2-718026833	Blue Liberty Triton [Inc]	18 DAY STREET, PO BOX 9605, SOMERVILLE, MA	US
S2-168466570	PLLC Ferguson Wedtsre	LAKE ZRUICH CDP, IL, 880 JUNE TERRACE	US
S2-904226109	Board-of Transportation	201 KETTLE MORAINE DR, VILLAGE OF SLINGER, WI	US
S2-271186953	Sonipat Éngineering	KHEWAT NO 88., KILA NO-45/12/1/3/5 NARELA ROAD, PIAU MANIYARI, KUNDLI, SONIPAT, Haryana	India
S2-647999183	Clean Genomic Collective Inc	13919  28, FORESTPORT, NY	US
S2-935808193	Services Connect Tycon Partners	SHOP NO. G-D/01-C, MANGALAM - RESIDENCY APARTMENT, PRAGATI NAGAR, AJMER, Rajasthan	India
S2-329661878	TG Ridge Bread L.L.C.		US
S2-25924850	Summit United Power Power LLC	CA, ELK GROVE, #5949 SNOW LEOPARD CIR	US
S2-914824440	Eye Physicians of Services		US
S2-672443639	Future Management Pvt	C 199, THIRD FLOOR SARVODAYA ENCLAVE, NEW DELHI, Delhi	India
S2-891724637	PRIMARY CARE LLC CENTER	35 11TH STREET, WASHINGTON, DC	US
S2-360702286	Empire Resources [Inc.]	508 1/2 DAYTON ROAD, N/A, ROCKHILL, SC	US
S2-828310920	BALTIMORE, YOUNG AND WHITFIELD CORP	115 CARVER LN, LIMERICK TOWNSHIP, PA	US
S2-930302127	CHARIS'S CLEANING SÉRVICE CLINIC	63 AMBER CIRCLE, DEATUR, AL	US
S2-580419223	DESAI, ALANAH,-ESQ.,	SUMMER STREET, HOLLYOKE, MA	US
S2-598327313	hineslibertyproduce.com	1286 1/2 KENTS RIDGE RD, RICHLANDS TOWN, VA	US
S2-415653047	HÍSTORICALCOMMITTEE.COM	HIDDEN COVE CT, PMB 4364, ROCKWWALL, TX	US
S2-563632605	Jones, Padilla & Perry	24744 1/2 FISH POND LN, WINONA, MN	US
